product_id,product_name,category,unit_price,active
1,Product_1,Home,91.49,true
2,Product_2,Electronics,116.55,true
3,Product_3,Electronics,55.78,true
4,Product_4,Electronics,310.18,true
5,Product_5,Home,357.29,true
6,Product_6,Home,273.63,true
7,Product_7,,202.82,true
8,Product_8,Home,422.53,true
9,Product_9,Home,488.52,true
10,Product_10,Clothing,489.65,true
11,Product_11,Clothing,161.27,true
12,Product_12,Clothing,356.87,true
13,Product_13,Electronics,68.97,true
14,Product_14,Home,18.09,true
15,Product_15,Clothing,409.57,true
16,Product_16,Home,385.84,true
17,Product_17,Clothing,199.86,true
18,Product_18,Home,482.83,true
19,Product_19,Electronics,348.05,true
20,Product_20,Electronics,391.37,true
21,Product_21,Clothing,125.53,true
22,Product_22,Home,202.89,true
23,Product_23,Clothing,373.4,true
24,Product_24,Electronics,188.53,true
25,Product_25,Home,85.23,true
26,Product_26,Home,353.61,true
27,Product_27,Electronics,293.25,true
28,Product_28,Clothing,95.65,true
29,Product_29,Home,226.43,true
30,Product_30,Home,27.79,true
31,Product_31,Electronics,406.59,true
32,Product_32,,424.16,true
33,Product_33,Electronics,346.8,true
34,Product_34,Clothing,116.19,true
35,Product_35,Clothing,443.09,true
36,Product_36,Electronics,484.85,false
37,Product_37,Home,101.18,false
38,Product_38,Electronics,245.89,true
39,Product_39,Electronics,249.07,true
40,Product_40,,459.02,true
41,Product_41,,416.98,true
42,Product_42,Electronics,202.78,true
43,Product_43,Electronics,49.08,true
44,Product_44,Clothing,184.27,true
45,Product_45,,412.03,true
46,Product_46,Electronics,327.65,false
47,Product_47,Electronics,243.86,true
48,Product_48,Electronics,334.61,true
49,Product_49,,366.1,true
50,Product_50,Clothing,66.46,true
51,Product_51,Clothing,407.58,true
52,Product_52,Electronics,91.6,true
53,Product_53,Clothing,71.05,true
54,Product_54,Electronics,219.57,false
55,Product_55,Home,303.15,true
56,Product_56,Clothing,450.0,true
57,Product_57,,68.65,true
58,Product_58,,303.78,true
59,Product_59,Clothing,145.48,true
60,Product_60,Electronics,122.36,true
61,Product_61,Clothing,279.31,true
62,Product_62,Electronics,383.17,true
63,Product_63,,68.67,true
64,Product_64,Electronics,432.32,true
65,Product_65,Home,55.8,true
66,Product_66,Electronics,332.64,true
67,Product_67,Home,56.9,true
68,Product_68,Electronics,109.65,true
69,Product_69,Electronics,389.08,true
70,Product_70,Electronics,68.85,true
71,Product_71,Home,10.17,true
72,Product_72,Electronics,403.41,true
73,Product_73,Clothing,112.65,true
74,Product_74,,30.08,true
75,Product_75,Clothing,82.43,true
76,Product_76,Home,218.38,true
77,Product_77,Clothing,373.38,true
78,Product_78,Electronics,333.44,false
79,Product_79,Electronics,243.14,true
80,Product_80,Electronics,28.46,true
81,Product_81,Electronics,212.69,true
82,Product_82,Electronics,269.32,true
83,Product_83,Clothing,397.94,true
84,Product_84,Clothing,17.1,true
85,Product_85,Electronics,217.05,true
86,Product_86,Home,464.58,true
87,Product_87,Clothing,234.67,true
88,Product_88,Electronics,350.34,true
89,Product_89,Electronics,89.91,true
90,Product_90,Home,417.2,true
91,Product_91,,479.76,true
92,Product_92,Electronics,418.14,true
93,Product_93,Clothing,353.86,true
94,Product_94,Electronics,313.52,true
95,Product_95,Electronics,202.36,true
96,Product_96,Electronics,18.76,true
97,Product_97,Electronics,245.24,true
98,Product_98,Electronics,98.16,true
99,Product_99,Electronics,157.99,true
100,Product_100,Clothing,267.94,true
101,Product_101,Home,179.41,true
102,Product_102,Electronics,459.43,true
103,Product_103,Electronics,163.68,true
104,Product_104,Home,434.41,true
105,Product_105,Electronics,77.49,true
106,Product_106,Electronics,373.12,true
107,Product_107,Home,390.03,true
108,Product_108,Electronics,213.06,true
109,Product_109,Clothing,192.95,true
110,Product_110,Home,233.05,true
111,Product_111,Electronics,180.7,true
112,Product_112,Clothing,372.32,true
113,Product_113,Clothing,489.23,true
114,Product_114,Clothing,270.93,true
115,Product_115,Clothing,347.05,true
116,Product_116,Electronics,209.64,true
117,Product_117,Clothing,10.96,true
118,Product_118,Clothing,430.34,true
119,Product_119,Electronics,132.49,true
120,Product_120,Electronics,154.56,true
121,Product_121,Clothing,282.24,true
122,Product_122,Clothing,105.73,true
123,Product_123,Electronics,375.52,true
124,Product_124,Electronics,24.5,true
125,Product_125,Electronics,488.26,true
126,Product_126,Clothing,43.29,true
127,Product_127,Clothing,160.83,true
128,Product_128,Electronics,261.5,true
129,Product_129,Electronics,91.41,true
130,Product_130,Electronics,275.46,true
131,Product_131,Home,129.01,true
132,Product_132,Home,242.17,true
133,Product_133,Clothing,93.28,true
134,Product_134,Clothing,328.27,true
135,Product_135,Clothing,172.38,true
136,Product_136,Electronics,56.38,true
137,Product_137,Electronics,286.61,true
138,Product_138,Electronics,143.49,true
139,Product_139,Clothing,195.56,true
140,Product_140,Electronics,79.54,true
141,Product_141,Clothing,434.53,true
142,Product_142,Electronics,329.29,true
143,Product_143,Electronics,59.57,true
144,Product_144,Clothing,63.3,true
145,Product_145,Electronics,455.29,true
146,Product_146,Electronics,492.19,true
147,Product_147,Electronics,122.39,true
148,Product_148,Electronics,66.9,true
149,Product_149,Home,304.68,true
150,Product_150,Home,162.29,true
151,Product_151,Electronics,243.83,true
152,Product_152,Clothing,198.4,true
153,Product_153,Clothing,86.64,true
154,Product_154,,468.91,false
155,Product_155,Electronics,426.71,true
156,Product_156,Clothing,443.63,true
157,Product_157,Electronics,450.44,true
158,Product_158,Clothing,13.12,true
159,Product_159,Electronics,89.18,true
160,Product_160,Home,246.09,false
161,Product_161,Electronics,182.55,true
162,Product_162,Clothing,424.41,true
163,Product_163,Clothing,281.86,true
164,Product_164,Electronics,184.66,true
165,Product_165,Clothing,234.39,true
166,Product_166,,189.82,true
167,Product_167,Electronics,11.39,true
168,Product_168,Home,355.69,true
169,Product_169,Home,23.99,true
170,Product_170,Home,214.62,true
171,Product_171,Clothing,100.36,true
172,Product_172,Home,287.64,true
173,Product_173,,205.88,true
174,Product_174,Electronics,162.2,false
175,Product_175,Clothing,259.98,true
176,Product_176,Clothing,90.93,true
177,Product_177,Electronics,43.04,true
178,Product_178,Home,446.27,true
179,Product_179,Clothing,279.1,true
180,Product_180,Clothing,371.59,true
181,Product_181,Clothing,10.83,false
182,Product_182,Electronics,441.96,true
183,Product_183,Electronics,381.48,true
184,Product_184,Electronics,467.11,true
185,Product_185,Clothing,125.05,false
186,Product_186,Clothing,131.13,true
187,Product_187,Electronics,255.18,true
188,Product_188,Clothing,428.99,true
189,Product_189,Clothing,463.75,true
190,Product_190,Electronics,464.5,true
191,Product_191,Electronics,230.18,true
192,Product_192,Electronics,281.62,true
193,Product_193,Electronics,304.32,true
194,Product_194,Clothing,358.58,true
195,Product_195,Home,371.58,true
196,Product_196,Electronics,360.9,true
197,Product_197,Clothing,458.93,true
198,Product_198,Electronics,73.06,true
199,Product_199,Electronics,51.01,true
200,Product_200,Home,301.68,true
201,Product_201,Clothing,353.62,true
202,Product_202,Clothing,304.81,true
203,Product_203,Electronics,223.77,true
204,Product_204,Clothing,434.17,true
205,Product_205,Home,247.87,true
206,Product_206,Home,467.76,true
207,Product_207,Clothing,82.66,true
208,Product_208,Clothing,211.95,true
209,Product_209,Home,200.58,true
210,Product_210,Electronics,237.97,true
211,Product_211,Clothing,157.38,true
212,Product_212,,155.76,true
213,Product_213,,382.73,true
214,Product_214,Home,378.94,true
215,Product_215,Home,387.4,true
216,Product_216,Clothing,278.25,false
217,Product_217,,190.57,true
218,Product_218,Electronics,34.27,true
219,Product_219,Electronics,23.71,true
220,Product_220,Electronics,282.83,true
221,Product_221,Electronics,103.83,true
222,Product_222,Electronics,206.44,true
223,Product_223,Home,361.8,true
224,Product_224,Electronics,194.5,true
225,Product_225,Electronics,208.66,true
226,Product_226,Electronics,45.94,false
227,Product_227,Electronics,419.43,true
228,Product_228,Clothing,270.94,false
229,Product_229,Clothing,438.69,true
230,Product_230,Electronics,496.41,true
231,Product_231,Clothing,265.05,true
232,Product_232,Electronics,21.22,true
233,Product_233,Electronics,211.69,true
234,Product_234,Clothing,163.39,true
235,Product_235,Electronics,317.34,true
236,Product_236,Home,384.65,true
237,Product_237,Electronics,108.91,true
238,Product_238,Home,291.36,true
239,Product_239,Clothing,250.55,true
240,Product_240,Electronics,362.15,true
241,Product_241,Electronics,203.3,true
242,Product_242,Home,59.83,true
243,Product_243,Home,223.6,true
244,Product_244,Electronics,258.75,true
245,Product_245,Clothing,209.56,true
246,Product_246,Electronics,96.92,true
247,Product_247,Electronics,490.2,true
248,Product_248,,19.44,true
249,Product_249,Home,37.79,true
250,Product_250,Clothing,78.71,true
251,Product_251,Electronics,109.8,true
252,Product_252,Electronics,409.48,true
253,Product_253,Home,219.37,true
254,Product_254,Home,73.83,true
255,Product_255,Electronics,126.04,true
256,Product_256,Clothing,212.15,true
257,Product_257,Home,12.97,true
258,Product_258,Clothing,353.95,true
259,Product_259,Electronics,462.77,true
260,Product_260,Electronics,386.05,true
261,Product_261,Electronics,343.72,true
262,Product_262,Clothing,178.42,true
263,Product_263,Electronics,253.13,true
264,Product_264,Electronics,303.58,true
265,Product_265,Electronics,134.31,true
266,Product_266,Clothing,294.78,true
267,Product_267,Clothing,264.14,true
268,Product_268,Electronics,61.53,false
269,Product_269,Clothing,191.98,true
270,Product_270,Electronics,54.09,true
271,Product_271,Clothing,334.34,true
272,Product_272,Home,221.37,true
273,Product_273,Electronics,273.63,true
274,Product_274,Home,492.34,true
275,Product_275,Home,133.91,false
276,Product_276,Clothing,194.72,true
277,Product_277,Electronics,297.78,true
278,Product_278,Home,112.67,true
279,Product_279,Electronics,273.43,true
280,Product_280,Electronics,70.18,true
281,Product_281,,170.34,false
282,Product_282,Clothing,42.7,true
283,Product_283,Home,18.76,true
284,Product_284,,305.52,false
285,Product_285,Clothing,280.37,true
286,Product_286,Electronics,380.81,true
287,Product_287,Clothing,100.79,true
288,Product_288,,365.94,true
289,Product_289,Clothing,157.63,true
290,Product_290,Electronics,71.54,true
291,Product_291,Clothing,337.86,true
292,Product_292,Electronics,188.93,true
293,Product_293,Electronics,174.06,true
294,Product_294,Electronics,105.88,true
295,Product_295,Clothing,133.37,true
296,Product_296,Electronics,280.07,true
297,Product_297,Clothing,497.84,true
298,Product_298,Home,125.75,true
299,Product_299,Electronics,215.55,true
300,Product_300,Electronics,58.06,false
301,Product_301,Home,287.03,true
302,Product_302,Clothing,153.32,true
303,Product_303,Clothing,56.18,true
304,Product_304,Home,98.53,true
305,Product_305,Clothing,139.29,true
306,Product_306,Clothing,391.35,true
307,Product_307,Electronics,231.34,true
308,Product_308,Clothing,471.97,true
309,Product_309,Clothing,220.18,true
310,Product_310,Home,311.78,true
311,Product_311,Electronics,80.65,true
312,Product_312,Electronics,240.03,true
313,Product_313,,468.54,true
314,Product_314,Electronics,56.45,false
315,Product_315,Clothing,328.25,true
316,Product_316,Clothing,96.49,true
317,Product_317,Electronics,199.81,true
318,Product_318,Electronics,140.36,true
319,Product_319,Electronics,82.2,true
320,Product_320,Electronics,223.04,true
321,Product_321,Electronics,296.58,true
322,Product_322,Clothing,220.2,true
323,Product_323,Electronics,239.05,true
324,Product_324,Home,65.21,true
325,Product_325,Electronics,403.36,true
326,Product_326,Home,354.27,true
327,Product_327,Clothing,226.04,false
328,Product_328,Electronics,437.47,true
329,Product_329,Home,273.97,true
